Key,English,Russian
jzquest_RefundQuestName,"Starting Refund Quest","Запуск квеста на возврат"
jzquest_RefundDesc,"This quest is used to return Knowledge Points when choosing your players Traits in the beginning of the game. After choosing your players Traits and Profession it is safe to abandon this quest.","Этот квест используется для возврата очков знаний при выборе черт ваших игроков в начале игры. После выбора черт и профессии игроков можно безопасно отказаться от этого квеста."
jzquest_StoneaxeCrafting,"zTool-Stoneaxe Crafting","Изготовить каменный топор"
jzquest_StoneShovelCrafting,"zTool-Stone Shovel Crafting","Изготовить каменную лопату"
jzquest_IronFireaxeCrafting,"zTool-Iron Fireaxe Crafting","Изготовить железный топор"
jzquest_SteelFireaxeCrafting,"zTool-Steel Fireaxe Crafting","Изготовить стальной топор"
jzquest_IronPickCrafting,"zTool-Iron Pickaxe Crafting","Изготовить железную кирку"
jzquest_SteelPickaxeCrafting,"zTool-Steel Pickaxe Crafting","Изготовить стальную кирку"
jzquest_IronShovelCrafting,"zTool-Iron Shovel Crafting","Изготовить железную лопату"
jzquest_SteelShovelCrafting,"zTool-Steel Shovel Crafting","Изготовить стальную лопату"
jzquest_ChainsawCrafting,"zTool-Chainsaw Crafting","Изготовить бензопилу"
jzquest_AugerCrafting,"zTool-Auger Crafting","Изготовить бур"
jzquest_WrenchCrafting,"zTool-Wrench Crafting","Изготовить гаечный ключ"
jzquest_ClawHammerCrafting,"zTool-Claw Hammer Crafting","Изготовить строительный молоток"
jzquest_SolarCellCrafting,"zOther-Solar Crafting","Изготовить солнечную панель"
jzquest_CarBatteryCrafting,"zOther-Car Battery Crafting","Изготовить аккумулятор автомобиля"
jzquest_BoneKnifeCrafting,"zMelee-Bone Knife Crafting","Изготовить костяной нож"
jzquest_HuntingKnifeCrafting,"zMelee-Hunting Knife Crafting","Изготовить охотничий нож"
jzquest_MacheteCrafting,"zMelee-Machete Crafting","Изготовить мачете"
jzquest_WoodenClubCrafting,"zMelee-Wooden Club Crafting","Изготовить деревянную дубинку"
jzquest_IronClubCrafting,"zMelee-Iron Club Crafting","Изготовить железную дубинку"
jzquest_StunBatonCrafting,"zMelee-Stun Baton Crafting","Изготовить электрошок"
jzquest_StoneSpearCrafting,"zMelee-Stone Spear Crafting","Изготовить каменное копье"
jzquest_IronSpearCrafting,"zMelee-Iron Spear Crafting","Изготовить железное копье"
jzquest_SteelSpearCrafting,"zMelee-Steel Spear Crafting","Изготовить стальное копье"
jzquest_StoneSledgeCrafting,"zMelee-Stone Sledge Crafting","Изготовить каменную кувалду"
jzquest_IronSledgeCrafting,"zMelee-Iron Sledge Crafting","Изготовить железную кувалду"
jzquest_SteelSledgeCrafting,"zMelee-Steel Sledge Crafting","Изготовить стальную кувалду"
jzquest_KnuckleWrapCrafting,"zMelee-Knuckle Wrap Crafting","Изготовить кастет из повязок"
jzquest_BrassKnucklesCrafting,"zMelee-Brass Knuckle Crafting","Изготовить латунный кастет"
jzquest_SteelKnucklesCrafting,"zMelee-Steel Knuckle Crafting","Изготовить стальной кастет"
jzquest_HandcraftedRevolverCrafting,"zFirearm-Handcrafted Pistol","Изготовить самодельный пистолет"
jzquest_HandCraftedRifleCrafting,"zFirearm-Handcrafted Rifle","Изготовить самодельную винтовку"
jzquest_PistolCrafting,"zFirearm-Pistol Crafting","Изготовить пистолет"
jzquest_44MagCrafting,"zFirearm-44 Magnum Crafting","Изготовить магнум 4.4"
jzquest_VultureCrafting,"zFirearm-Vulture Crafting","Изготовить стервятник"
jzquest_SMG5Crafting,"zFirearm-SMG Crafting","Изготовить SMG"
jzquest_BlunderbussCrafting,"zFirearm-Blunderbuss Crafting","Изготовить мушкетон"
jzquest_DBShotgunCrafting,"zFirearm-Double Barrel Shotgun Crafting","Изготовить двуствольный дробовик"
jzquest_AutoShotgunCrafting,"zFirearm-Auto Shotgun Crafting","Изготовить автоматический дробовик"
jzquest_PumpShotgunCrafting,"zFirearm-Pump Shotgun Crafting","Изготовить помповый дробовик"
jzquest_HuntingRifleCrafting,"zFirearm-Hunting Rifle Crafting","Изготовить охотничье ружье"
jzquest_MarksmanCrafting,"zFirearm-Marksman Rifle Crafting","Изготовить винтовку"
jzquest_SniperCrafting,"zFirearm-Sniper Rifle Crafting","Изготовить снайперскую винтовку"
jzquest_AK47Crafting,"zFirearm-AK47 Crafting","Изготовить AK47"
jzquest_ARCrafting,"zFirearm-AR Crafting","Изготовить AR"
jzquest_M60Crafting,"zFirearm-M60 Crafting","Изготовить M60"
jzquest_RocketLauncherCrafting,"zFirearm-Rocket Launcher Crafting","Изготовить гранатомет"
jzquest_PrimitiveBowCrafting,"zFirearm-Primitive Bow Crafting","Изготовить примитивный лук"
jzquest_WoodenBowCrafting,"zFirearm-Wooden Bow Crafting","Изготовить деревянный лук"
jzquest_CompoundBowCrafting,"zFirearm-Compound Bow Crafting","Изготовить блочный лук"
jzquest_IronCrossbowCrafting,"zFirearm-Iron Crossbow Crafting","Изготовить железный арбалет"
jzquest_CompoundCrossbowCrafting,"zFirearm-Compound Crossbow Crafting","Изготовить композитный арбалет"
jzquest_JunkTurretCrafting,"zFirearm-Junk Turret Crafting","Изготовить мусорного бота"
jzquest_ClothJacketCrafting,"zArmor-Cloth Jacket Crafting","Изготовить куртку"
jzquest_ClothHatCrafting,"zArmor-Cloth Hat Crafting","Изготовить шляпу"
jzquest_ClothGlovesCrafting,"zArmor-Cloth Gloves Crafting","Изготовить перчатки"
jzquest_ClothPantsCrafting,"zArmor-Cloth Pants Crafting","Изготовить штаны"
jzquest_ClothBootsCrafting,"zArmor-Cloth Boots Crafting","Изготовить сапоги"
jzquest_LeatherHoodCrafting,"zArmor-Leather Hood Crafting","Изготовить кожаный капюшон"
jzquest_LeatherChestCrafting,"zArmor-Leather Chest Crafting","Изготовить нагрудник из кожи"
jzquest_LeatherGlovesCrafting,"zArmor-Leather Gloves Crafting","Изготовить перчатки из кожи"
jzquest_LeatherPantsCrafting,"zArmor-Leather Pants Crafting","Изготовить штанов из кожи"
jzquest_LeatherBootsCrafting,"zArmor-Leather Boots Crafting","Изготовить кожаные сапоги"
jzquest_ScrapHelmetCrafting,"zArmor-Scrap Helmet Crafting","Изготовить шлем из металлолома"
jzquest_ScrapChestCrafting,"zArmor-Scrap Chest Crafting","Изготовить нагрудник из металлолома"
jzquest_ScrapGlovesCrafting,"zArmor-Scrap Gloves Crafting","Изготовить перчатки из металлолома"
jzquest_ScrapLegsCrafting,"zArmor-Scrap Legs Crafting","Изготовить поножи из металлолома"
jzquest_ScrapBootsCrafting,"zArmor-Scrap Boots Crafting","Изготовить сапоги из металлолома"
jzquest_IronHelmetCrafting,"zArmor-Iron Helmet Crafting","Изготовить железный шлем"
jzquest_IronChestCrafting,"zArmor-Iron Chest Crafting","Изготовить железный нагрудник"
jzquest_IronGlovesCrafting,"zArmor-Iron Gloves Crafting","Изготовить железные перчатки"
jzquest_IronLegsCrafting,"zArmor-Iron Legs Crafting","Изготовить железные поножи"
jzquest_IronBootsCrafting,"zArmor-Iron Boots Crafting","Изготовить железные сапоги"
jzquest_SteelHelmetCrafting,"zArmor-Steel Helmet Crafting","Изготовить стальной шлем"
jzquest_SteelChestCrafting,"zArmor-Steel Chest Crafting","Изготовить стальной нагрудник"
jzquest_SteelGlovesCrafting,"zArmor-Steel Gloves Crafting","Изготовить стальные перчатки"
jzquest_SteelLegsCrafting,"zArmor-Steel Legs Crafting","Изготовить стальные поножи"
jzquest_SteelBootsCrafting,"zArmor-Steel Boots Crafting","Изготовить стальные сапоги"
jzquest_Lv1Crafting_description,"Craft this amount to increase the quality level you can craft to Level 2","Создайте это количество, чтобы повысить уровень качества, который вы можете создать, до уровня 2"
jzquest_Lv2Crafting_description,"Craft this amount to increase the quality level you can craft to Level 3","Создайте это количество, чтобы повысить уровень качества, который вы можете создать, до уровня 3"
jzquest_Lv3Crafting_description,"Craft this amount to increase the quality level you can craft to Level 4","Создайте это количество, чтобы повысить уровень качества, который вы можете создать, до уровня 4"
jzquest_Lv4Crafting_description,"Craft this amount to increase the quality level you can craft to Level 5","Создайте это количество, чтобы повысить уровень качества, который вы можете создать, до уровня 5."
jzquest_Lv5Crafting_description,"Craft this amount to increase the quality level you can craft to Level 6","Создайте это количество, чтобы повысить уровень качества, который вы можете создать, до уровня 6."
UI_Display_________________________________XML,UI_Display_________________________________XML,UI_Display_________________________________XML
jz_statStaminaMaxBlockage,"Fatigue Level","Уровень усталости"
TSProteinGrainVeggieDisp,"Protein, Carbohydrates & Fiber","Белки, углеводы и клетчатка"
TSProteinFruitVeggieDisp,"Protein, Vitamins & Fiber","Белок, витамины и клетчатка"
TSProteinFruitVeggieGrainDisp,"Protein, Vitamins, Fiber & Carbs","Белки, витамины, клетчатка и углеводы"
TSProteinGrainFruitDisp,"Protein, Carbohydrates & Vitamins","Белки, углеводы и витамины"
LOADINGSCREEN_________________________________XML,LOADINGSCREEN_________________________________XML,LOADINGSCREEN_________________________________XML
jz_loadingTipBaseUpgrading,"Building blocks can be upgraded to stronger versions using material and it's corresponding tool.\nThe most common upgrade materials are: Planks, Cobblestone Rocks, Bricks, Concrete Mix and Iron and Steel Sheet Metal.","Строительные блоки могут быть улучшены до более прочных версий с использованием материала и соответствующего инструмента. \nСамые распространенные материалы для улучшения: доски, булыжник, кирпичи, бетонная смесь, а также железо и стальной лист."
jz_loadingTipBaseUpgrading_title,"True Survival: Base Upgrading Supplies","Настоящее выживание: припасы для улучшения базы"
jz_loadingTipBladedWeapons,"Bladed weapons such as knives and machetes are the best at harvesting resources from animals and can be repaired with Sharpening Stones.\nIncrease and improve the resources you receive when butchering by gaining XP killing and butchering similar animals.\nYou can check your progress in your Skill Menu under Hunting.","Холодное оружие, такое как ножи и мачете, лучше всего подходит для сбора ресурсов у животных и может быть отремонтировано с помощью точильных камней. \nПовышайте и улучшайте ресурсы, которые вы получаете при разделке, за счет получения опыта за убийство и разделку похожих животных. \nВы можете проверить свой прогресс в своем Меню навыков в разделе Охота."
jz_loadingTipBladedWeapons_title,"True Survival: Butchering and Hunting","Настоящее выживание: разделка и охота"
jz_loadingTipCraftingBetterQL,"To improve the crafting quality of an item, craft more of that item. You can see the amount of an item you need to craft to improve it in your Quest Menu and track your current level in your Skill Menu under Crafting ","Чтобы улучшить качество изготовления предмета, создавайте больше этого предмета. Вы можете увидеть количество предмета, которое вам нужно создать, чтобы улучшить его, в меню квестов и отслеживать свой текущий уровень в меню навыков в разделе Изготовление."
jz_loadingTipCraftingBetterQL_title,"True Survival: Quality Progression","Настоящее выживание: улучшение качества"
jz_loadingTipEncumbrance,"Carrying too many items in your inventory will slow you down.\nThe clothing you wear will determine your inventory, find or craft pocket mods for clothing or armor to increase your capacity even more.","Ношение слишком большого количества предметов в вашем инвентаре замедлит вас. \nОдежда, которую вы носите, будет определять ваш инвентарь, находите или создавайте карманные модификации для одежды или брони, чтобы еще больше увеличить ваши возможности."
jz_loadingTipEncumbrance_title,"True Survival: Encumbrance","Истинное выживание: обременение"
jz_loadingTipExtCharStats,"To access the character menu press [action:local:Inventory][action:permanent:Character], below your character’s name select the Extended Character Stats tab to see all your character’s total stats which include perks, buffs, equipped clothing, nutrition stats, armor and weapons.","Чтобы получить доступ к меню персонажа, нажмите [action:local:Inventory][action:permanent:Character], под именем вашего персонажа выберите вкладку Расширенная статистика персонажей, чтобы увидеть все общие характеристики вашего персонажа, включая перки, баффы, экипированную одежду, характеристики питания и т.д. доспехи и оружие."
jz_loadingTipExtCharStats_title,"True Survival: Extended Character Stats","Настоящее выживание: расширенная статистика персонажей"
jz_loadingTipHarvestingResources,"Don't use your fist to harvest resources it will hurt you, instead use Sticks and Branches early to gather Plant Fibers then use tools to harvest other resources.\nA tools material will determine what materials it can damage. Stone tools work well on wood and stone but will do little damage to iron or steel materials; Iron tools will work well on everything except Steel material; Steel tools work well on everything","Не используйте кулак для сбора ресурсов, это повредит вам, вместо этого используйте палки и ветви на раннем этапе, чтобы собрать волокна растений, а затем используйте инструменты для сбора других ресурсов. \n Материал инструментов будет определять, какие материалы он может повредить. Каменные орудия хорошо работают с деревом и камнем, но мало повреждают железо или сталь; Металлические инструменты будут хорошо работать со всем, кроме стали; Стальные инструменты подходят ко всему"
jz_loadingTipHarvestingResources_title,"True Survival: Harvesting Resources","Настоящее выживание: сбор ресурсов"
jz_loadingTipProperTools,"All player crafted building blocks are started with Frames and upgraded with the proper tool and materials.\nTo collect building supplies before you can craft them use a building tool to reclaim supplies from a corresponding block type.\nThe Mason Hammer uses Bricks or Cobblestone to upgrade Brick and Flagstone Frames. The Claw Hammer uses Planks to upgrade Wooden Frames\nThe Wrench uses Iron Sheet Metal to upgrade Scrap Iron Frames. The Welder uses Steel Sheet Metal to upgrade Steel Frames","Все создаваемые игроком строительные блоки начинаются с каркасов и улучшаются с помощью соответствующих инструментов и материалов. \nЧтобы собрать строительные материалы, прежде чем вы сможете их изготовить, используйте строительный инструмент, чтобы получить материалы из блоков соответствующего типа. \nМолот каменщика использует кирпичи или булыжник для модернизируйте кирпичные и каменные рамы. Строительный молоток использует доски для улучшения деревянных рам. \nВ гаечном ключе используется железный лист для улучшения железных рам. Сварщик использует стальной лист для обновления стальных рам."
jz_loadingTipProperTools_title,"True Survival: The Right Tool for the job","Настоящее выживание: правильный инструмент для работы"
jz_loadingTipStoneAxe,"The stone axe is a primitive starting tool used to gather resources using [action:local:Primary].\nUse [action:local:Secondary] to repair and upgrade Wooden Spikes.","Каменный топор - это примитивный стартовый инструмент, используемый для сбора ресурсов с помощью  [action:local:Primary]. \nИспользуйте [action:local:Secondary] для ремонта и улучшения деревянных шипов."
jz_loadingTipStoneAxe_title,"True Survival: Stone Axe","Настоящее выживание: каменный топор"
jz_loadingTipUsingIronTools,"An iron pickaxe damages iron much better than a stone axe, but also costs much more stamina. Increasing your Wellness increases your base stamina.\nBeverages and perks can help with stamina regeneration, stamina cost and calories burned.","Железная кирка повреждает железо намного лучше, чем каменный топор, но при этом требует гораздо больше выносливости. Улучшение здоровья увеличивает вашу базовую выносливость. \nНапитки и льготы могут помочь с восстановлением выносливости, расходом выносливости и сожженными калориями."
jz_loadingTipUsingIronTools_title,"True Survival: Using Iron Tools","Настоящее выживание: использование железных инструментов"
jz_loadingTipWrenches,"Wrenches, ratchets and impact drivers are best at harvesting mechanical items.\nIf you see a different animation then you can get special resources like Mechanical Parts that you would not get with a Pickaxe.","Гаечные ключи, трещотки и ударные отвертки лучше всего подходят для сбора механических предметов. \nЕсли вы видите другую анимацию, вы можете получить специальные ресурсы, такие как Механические детали, которые вы не получите с киркой."
jz_loadingTipWrenches_title,"True Survival: Wrenches","Настоящее выживание: гаечные ключи"
jz_loadingTipScrewdivers,"Screwdrivers are best at harvesting Electrical items. If you see a different animation then you can get special resources like Electric and Tech Parts that you would not get with a pickaxe.","Отвертки лучше всего подходят для сбора электрических предметов. Если вы видите другую анимацию, вы можете получить специальные ресурсы, такие как электрические и технические детали, которые вы не получите с помощью кирки."
jz_loadingTipScrewdivers_title,"True Survival: Screwdrivers","Настоящее выживание: отвертки"
jz_loadingTipTSDeath,"In True Survival death is not an escape and all effects will stay with the you after you have respawned.\nTrue Death happens when your Wellness reaches 0 and you will not be able to respawn with that character. If you want to restart early you can craft a Dead is Dead Reset Item using Broken Glass. Using it will restart your character as a new player wiping all progression","В True Survival смерть - это не побег, и все эффекты останутся с вами после того, как вы возродитесь. \nИстинная смерть наступит, когда ваше здоровье достигнет 0, и вы не сможете возродиться с этим персонажем. Если вы хотите перезапустить раньше, вы можете создать предмет сброса Окончательная смерть, используя Разбитое стекло. Использование его перезапустит вашего персонажа в качестве нового игрока, стирая весь прогресс."
jz_loadingTipTSDeath_title,"True Survival: Dead is Dead","Настоящее выживание: Окончательная смерть"
jz_loadingTipTSNutrition,"Your diet will affect your nutrition giving you important benefits or painful consequences. Your lowest level nutrition stat will determine your current diet.\nYou can view your nutrition stats in your Character Stat screen they are Protein, Essential Vitamins, Fiber and Carbohydrates.","Ваша диета повлияет на ваше питание, давая вам важные преимущества или болезненные последствия. Ваш самый низкий уровень питания будет определять вашу текущую диету. \nВы можете просмотреть статистику своего питания на экране характеристик персонажа: это белок, основные витамины, клетчатка и углеводы."
jz_loadingTipTSNutrition_title,"True Survival: Nutrition","Настоящее выживание: питание"
jz_loadingTipTSRecovery,"During your day your Fatigue will slowly increase limiting your max Stamina. Resting on furniture or sleeping on beds will lower your Fatigue.\nSleeping on Beds will also recover health. The more comfortable the Bed or furniture the faster you will recover but you can’t get any rest if zombies are around.","В течение дня ваша усталость будет постепенно увеличиваться, ограничивая вашу максимальную выносливость. Отдых на мебели или сон на кровати снизят вашу усталость. \nСон на кровати также восстановит здоровье. Чем удобнее кровать или мебель, тем быстрее вы поправитесь, но вы не сможете отдыхать, если вокруг зомби."
jz_loadingTipTSRecovery_title,"True Survival: A Good Night's Sleep","Настоящее выживание: крепкого сна"
jz_loadingTipTSFarming,"All seed recipes can be found in loot. Seeds can be planted on soil or in Farmplots. All player planted crops can be trampled by non players. Planted Seeds can be fertilized using the Watering Can and Fertilizer increasing the harvest amount and decreasing the grow time. Crops can also get Infested with insects and/or Dry Out, these conditions can be dealt with using the Watering Can and Ounces or Dirty Water or Insecticide.","Все рецепты семян можно найти в луте. Семена можно высаживать в почву или в фермерские участки. Все посаженные игроками культуры могут быть затопчены не игроками. Посаженные семена можно удобрять с помощью лейки и удобрений, увеличивая урожай и сокращая время роста. Посевы также могут заразиться насекомыми и/или высохнуть, с этими условиями можно справиться с помощью лейки и унций, грязной воды или инсектицида."
jz_loadingTipTSFarming_title,"True Survival: Farming","Настоящее выживание: сельское хозяйство"
jz_loadingTipTSZVirus,"The only way to catch the Z-Virus is to be bitten by an Infected. In order for an Infected to bite you they must first Grab you. Your chance to be grabbed is based on your current  Health, Stamina, Fatigue and Diet. Once grabbed you can delay a bite from an Infected by a melee strike to their head. If bitten you will catch the Infection.\nAt 100% infected your Wellness will drop to 0 and you will be Dead is Dead.","Единственный способ поймать Z-вирус - быть укушенным зараженным. Чтобы зараженный укусил вас, он должен сначала схватить вас. Ваш шанс быть схваченным зависит от вашего текущего здоровья, выносливости, усталости и диеты. После того, как вас схватили, вы можете отложить укус зараженного, нанеся ему рукопашный удар по голове. В случае укуса вы заразитесь инфекцией. \nПри 100% заражении ваше благополучие упадет до 0, и вы станете «Окончательно мертвы»."
jz_loadingTipTSZVirus_title,"True Survival: The Z-Virus","Настоящее выживание: Z-вирус"
jz_loadingTipTSWater,"Water is by the ounce and stacks to 128 ounces, craft a drink of water to rehydrate. Water can be found in 3 forms Clean, Dirty and River Water.\nTo clean Dirty Water boil it, to clean River Water filter and boil it. To collect River Water craft an Old Milk Jug and use it to collect it.","Вода в унциях и складывается до 128 унций, приготовьте напиток из воды для регидратации. Вода бывает трех видов: чистая, грязная и речная. \nЧтобы очистить грязную воду, вскипятите ее, очистите фильтр для речной воды и вскипятите. Чтобы собрать речную воду, создайте старый кувшин для молока и используйте его, чтобы собрать его."
jz_loadingTipTSWater_title,"True Survival: Water","Настоящее выживание: вода"
jz_loadingTipAxes,"Axes are excellent at harvesting wood, but are not the weapon of choice for killing zombies.\nFind the recipe to craft it in loot or collect enough Axes in loot and reverse engineer it on the Research Desk.","Топоры отлично подходят для заготовки древесины, но не являются предпочтительным оружием для убийства зомби. \nНайдите рецепт, чтобы создать его в луте, или соберите достаточно топоров в добыче и перепроектируйте его в Исследовательском бюро."
jz_loadingTipAxes_title,"True Survival: Axes","Настоящее выживание: топоры"
jz_loadingTipBandages,"Some cuts can be serious and cause you to bleed out. Carry bandages on your belt so you can quickly apply them with [action:local:Primary] to stop bleeding. Use [action:local:Secondary] on an ally to heal them.\nMedical items treat medical conditions and do not heal Health","Некоторые порезы могут быть серьезными и вызвать кровотечение. Носите повязки на поясе, чтобы вы могли быстро наложить их с помощью [action:local:Primary], чтобы остановить кровотечение. Используйте [action:local:Secondary] на союзнике, чтобы вылечить его. \nМедицинские предметы лечат заболевания, но не лечат здоровье"
jz_loadingTipBandages_title,"True Survival: Bandages","Настоящее выживание: бинты"
jz_loadingTipBuffs,"During the game you will have many status effects. (buffs and debuffs)\nWhile you are in any game menu such as Skills or Crafting, click on the effect icon at the far left and you will be taken to the effect description.\nNegative effects descriptions will explain how to treat them, make sure you deal with them before they get worse.","Во время игры у вас будет множество статусных эффектов. (баффы и дебаффы) \nНаходясь в любом игровом меню, таком как Навыки или Ремесло, щелкните значок эффекта в крайнем левом углу, и вы попадете к описанию эффекта. \nОписания отрицательных эффектов объяснят, как с ними обращаться, обязательно разберитесь с ними, прежде чем они станут хуже."
jz_loadingTipBuffs_title,"True Survival: Status Effects","Истинное выживание: эффекты статуса"
jz_loadingTipGlue,"Bones can be ground into Bone Meal and cooked into glue or made into Fertilizer. Glue is an essential ingredient used in many items and Fertilizer will speed up plant growth and increase their yield. Who knew the dead could be so useful.","Кости можно измельчить в костную муку и приготовить клей или сделать удобрение. Клей является важным ингредиентом, который используется во многих продуктах, а удобрения ускоряют рост растений и увеличивают их урожай. Кто знал, что мертвые могут быть так полезны."
jz_loadingTipGlue_title,"True Survival: Bones","Настоящее выживание: кости"
jz_loadingTipHarvestingCorpses,"Animal corpses and rotten remains can be harvested for hide, meat, and bone. Bone is used for crafting Glue and Fertilizer.\nA stone axe will do but blades are more efficient and the Bone Knife can be crafted early. Corpses also slow you down when moving over them.","Из трупов животных и гнилых останков можно получить шкуры, мясо и кости. Кость используется для создания клея и удобрений. \nПодойдет каменный топор, но лезвия более эффективны, а костяной нож можно создать раньше. Трупы также замедляют вас при перемещении по ним."
jz_loadingTipHarvestingCorpses_title,"True Survival: Harvesting Corpses","Настоящее выживание: сбор трупов"
jz_loadingTipMainHUD,"On your HUD your Health and Stamina levels are shown as red and blue bars. Food and Water levels are shown as green and blue bars under your toolbelt. Your Fatigue will slowly shorten your stamina bar and your Wellness will increase your max Health and Stamina. Open your character screen with  [action:local:Inventory][action:permanent:Character] to see detailed player stats like your Nutrition Stats in the tabs below your character name.","На вашем HUD уровни здоровья и выносливости отображаются в виде красных и синих полос. Уровни еды и воды показаны в виде зеленых и синих полосок под вашим поясом инструментов. Усталость будет постепенно укорачивать планку выносливости, а ваше благополучие увеличит максимальное здоровье и выносливость. Откройте экран своего персонажа с помощью [action:local:Inventory] [action:constant:Character], чтобы увидеть подробную статистику игрока, такую как статистика питания, на вкладках под именем вашего персонажа."
jz_loadingTipMainHUD_title,"True Survival: Hud Stat Bars","Настоящее выживание: шкалы характеристик HUD"
jz_loadingTipPickaxes,"Pickaxes are great for harvesting the various ores such as iron, lead, coal, oil shale and potassium nitrate.\nFind the recipe to craft it in loot or collect enough Pickaxes in loot and reverse engineer it on the Research Desk.","Кирки отлично подходят для добычи различных руд, таких как железо, свинец, уголь, горючие сланцы и нитрат калия. \nНайдите рецепт, чтобы создать его в добыче, или соберите достаточное количество кирок в добыче и перепроектируйте его в Исследовательском бюро."
jz_loadingTipPickaxes_title,"True Survival: Pickaxes","Настоящее выживание: Кирки"
jz_loadingTipScrapping,"In your inventory you can scrap many looted and harvested items down to their base material to save space.\nWhen scrapping items you lose 25% of the material but you can also smelt items to get the full value.\nThere are many base materials: Sticks; Scrap Iron; Scrap Steel; Scrap Brass; Scrap Rubber; Scrap Lead; Scrap Plastic; Bio Mass; Military Fiber; Electric Parts; Mechanical Parts; Tech Parts; Broken Glass; Cloth; Leather; Paper; Small Rock; Plant Fiber; Skill Paper; Protein Serving; Grain Serving; Fruit Serving; Veggie Serving.","В своем инвентаре вы можете утилизировать многие добытые и собранные предметы до их основного материала, чтобы сэкономить место. \nПри утилизации предметов вы теряете 25% материала, но вы также можете плавить предметы, чтобы получить полную ценность. \nСуществует много базовых материалов: Палочки; Металлолом; Стальной лом; Лом латуни; Резиновый лом; Свинец лома; Лом пластиковый; Биомасса; Военное волокно; Электрические детали; Механические части; Технические детали; Разбитое стекло; Ткань; Натуральная кожа; Бумага; Маленький камень; Растительное волокно; Бумага с навыками; Белковая порция; Подача зерна; Подача фруктов; Овощная сервировка."
jz_loadingTipScrapping_title,"True Survival: Scrapping Items","Настоящее выживание: утилизация предметов"
jz_loadingTipSledgehammers,"Sledgehammers are great for breaking things but yield little or no harvest.\nFind the recipe to craft it in loot or collect enough Sledgehammers in loot and reverse engineer it on the Research Desk.","Кувалды отлично подходят для того, чтобы ломать вещи, но дают мало урожая или совсем не дают его. \nНайдите рецепт, чтобы создать его в добыче, или соберите достаточное количество кувалд в добыче и перепроектируйте его на стойке исследований."
jz_loadingTipSledgehammers_title,"True Survival: Sledgehammers","Настоящее выживание: кувалды"
jz_loadingTipSteelKnuckles,"Steel Knuckles are the most devastating brawling weapon and can also be used to harvest meat from animals and remains.\nFind the recipe to craft it in loot or collect enough Steel Knuckles in loot and reverse engineer it on the Research Desk.","Стальные кулаки - самое разрушительное оружие для драки, и их также можно использовать для сбора мяса животных и останков. \nНайдите рецепт, чтобы создать его в луте, или соберите достаточно стальных кулаков в добыче и перепроектируйте его в Исследовательском бюро."
jz_loadingTipSteelKnuckles_title,"True Survival: Steel Knuckles","Настоящее выживание: стальные суставы"
jz_loadingTipUnlockingRecipes,"If a recipe shows a lock item then you cannot craft it yet. Clicking on it will show how to unlock it.\nIf you find schematics you already know you can scrap them for Skill Paper and use them to research unknown schematics.\nIf you have trouble finding a schematic you can always collect enough of the item and reverse engineer it on the Research Desk.\nAll learnable recipes can be tracked in the Schematic section in your Skill Menu.","Если в рецепте есть блокировка, вы еще не можете его создать. Щелкнув по нему, вы увидите, как его разблокировать. \nЕсли вы найдете схемы, которые вы уже знаете, вы можете выбросить их на Skill Paper и использовать для исследования неизвестных схем. \nЕсли у вас возникнут проблемы с поиском схемы, вы всегда можете собрать достаточно элемента и перепроектировать его в Исследовательском бюро. \nВсе рецепты, которые можно выучить, можно отслеживать в разделе «Схема» в меню навыков."
jz_loadingTipUnlockingRecipes_title,"True Survival: Unlocking Recipes","Настоящее выживание: рецепты разблокировки"
jz_loadingTipWorkstations,"You can craft many basic items in your inventory but many recipes will require workstations and some even require specific tools.\nIf a recipe in your backpack shows a small icon then this will tell you which workstation it is crafted with.\nWorkstations include: Forge; Workbench; Chemistry; Campfire; Stonemill; Mortar and Pestle; Armor Table; Research Desk; Drying Rack; Fermentation Barrel; Methane Producer; Anvil; Cement Mixer and Steel Forge. ","Вы можете создать множество базовых предметов в своем инвентаре, но для многих рецептов потребуются рабочие станции, а для некоторых даже требуются специальные инструменты. \nЕсли рецепт в вашем рюкзаке показывает небольшой значок, он скажет вам, на какой рабочей станции он создан. \nВ числе рабочих станций: Кузница ; Верстак; Химия; Костер; Каменная мельница; Ступка и пестик; Таблица брони; Бюро исследований; Сушилка; Бочка для брожения; Производитель метана; Наковальня; Цементный смеситель и стальная кузница."
jz_loadingTipWorkstations_title,"True Survival: Workstations","Настоящее выживание: рабочие станции"
jz_loadingTipArmor,"Armor increases your Armor Rating which is visible in the character screen. An armor rating of 90 reduces incoming damage by 90%.\nArmor also can provide some resistance to effects like bleeding or being stunned. Some armor slows you down and uses more stamina to move in.","Броня увеличивает ваш рейтинг брони, который отображается на экране персонажа. Рейтинг брони 90 снижает входящий урон на 90%. \nБроня также может обеспечить некоторое сопротивление таким эффектам, как кровотечение или оглушение. Некоторые доспехи замедляют вас и требуют больше выносливости для передвижения."
jz_loadingTipArmor_title,"True Survival: Armor","Настоящее выживание: броня"
jz_loadingTipDistraction,"By throwing a small stone or a snowball you may distract an idle or roaming zombie.\nHold down [action:local:Primary] to charge your throw and watch them walk off where your distraction went.","Бросив небольшой камень или снежок, вы можете отвлечь бездействующего или блуждающего зомби. \nУдерживайте [action:local:Primary], чтобы зарядить ваш бросок, и наблюдайте, как они уйдут туда, куда вы отвлеклись."
